domain,label,source_dataset,source_threat,source_label,source_length,length_band
oodsxquxeas.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oodsxquxeas,11,dga_11_12
ooryordf150.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ooryordf150,11,dga_11_12
ootduinnjvol.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ootduinnjvol,12,dga_11_12
oplhmboonpc.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oplhmboonpc,11,dga_11_12
oqazonnnjnes.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oqazonnnjnes,12,dga_11_12
oqdofhvwqfp.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oqdofhvwqfp,11,dga_11_12
oqvkancorml.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oqvkancorml,11,dga_11_12
oqwarrupfvpd.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oqwarrupfvpd,12,dga_11_12
orderinstead.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,orderinstead,12,dga_11_12
ordershould.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ordershould,11,dga_11_12
orgyzcgogti.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,orgyzcgogti,11,dga_11_12
oskmvhdmqoy.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oskmvhdmqoy,11,dga_11_12
oslirulegacy.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oslirulegacy,12,dga_11_12
osrwxyvfpufe.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,osrwxyvfpufe,12,dga_11_12
osvzruxdvvxh.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,osvzruxdvvxh,12,dga_11_12
otqenpdfkwpg.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,otqenpdfkwpg,12,dga_11_12
otrqyvrotwvn.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,otrqyvrotwvn,12,dga_11_12
ouyyficapqje.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ouyyficapqje,12,dga_11_12
ovfwnyblrsj.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ovfwnyblrsj,11,dga_11_12
owhpgyacxtn.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,owhpgyacxtn,11,dga_11_12
owywrulegacy.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,owywrulegacy,12,dga_11_12
oykhgasfxnaq.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,oykhgasfxnaq,12,dga_11_12
pdorahrswdwr.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pdorahrswdwr,12,dga_11_12
pdwjrulegacy.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pdwjrulegacy,12,dga_11_12
peutbczwhsn.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,peutbczwhsn,11,dga_11_12
pfnsvopowyvp.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pfnsvopowyvp,12,dga_11_12
pfnxquerque.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pfnxquerque,11,dga_11_12
pfrfinglane.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pfrfinglane,11,dga_11_12
pftcdywsiihh.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pftcdywsiihh,12,dga_11_12
phyoepictom.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,phyoepictom,11,dga_11_12
picvbvsofvhs.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,picvbvsofvhs,12,dga_11_12
pilbvnxctjo.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pilbvnxctjo,11,dga_11_12
pinkaynyxljh.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pinkaynyxljh,12,dga_11_12
pjftetnnxlj.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pjftetnnxlj,11,dga_11_12
pjgmzudolph.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pjgmzudolph,11,dga_11_12
pjqtoypwvazb.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pjqtoypwvazb,12,dga_11_12
pjsxuvtnfgh.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pjsxuvtnfgh,11,dga_11_12
pjvcrfzdzsrg.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pjvcrfzdzsrg,12,dga_11_12
pkxaoszvdwsp.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pkxaoszvdwsp,12,dga_11_12
plaqquerque.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,plaqquerque,11,dga_11_12
plfnporsche.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,plfnporsche,11,dga_11_12
pnhvvsxvyln.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pnhvvsxvyln,11,dga_11_12
ppphyxyboidm.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ppphyxyboidm,12,dga_11_12
ppslrancisco.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ppslrancisco,12,dga_11_12
pqfggwozpum.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pqfggwozpum,11,dga_11_12
pqrrvurlfppl.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pqrrvurlfppl,12,dga_11_12
prmfengerjet.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,prmfengerjet,12,dga_11_12
psldrqeextzu.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,psldrqeextzu,12,dga_11_12
ptqmrulegacy.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ptqmrulegacy,12,dga_11_12
pttxjjymwoi.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pttxjjymwoi,11,dga_11_12
punzbibyuhzu.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,punzbibyuhzu,12,dga_11_12
purybivitex.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,purybivitex,11,dga_11_12
puryleqoter.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,puryleqoter,11,dga_11_12
purymugytez.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,purymugytez,11,dga_11_12
purypugoteq.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,purypugoteq,11,dga_11_12
puvyjuvytow.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,puvyjuvytow,11,dga_11_12
pvgtlgdnhfd.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pvgtlgdnhfd,11,dga_11_12
pwmhwvfxtqpv.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pwmhwvfxtqpv,12,dga_11_12
pxqdqbqnbaa.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pxqdqbqnbaa,11,dga_11_12
pymnnudozcc.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pymnnudozcc,11,dga_11_12
pyprpqbczlz.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pyprpqbczlz,11,dga_11_12
pzlkvshwywsg.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,pzlkvshwywsg,12,dga_11_12
qaxcareisbad.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qaxcareisbad,12,dga_11_12
qbkfbyqqqymb.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qbkfbyqqqymb,12,dga_11_12
qcabibadiqei.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qcabibadiqei,12,dga_11_12
qcrmdzhytlpp.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qcrmdzhytlpp,12,dga_11_12
qcykreqyuyaf.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qcykreqyuyaf,12,dga_11_12
qczxepictom.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qczxepictom,11,dga_11_12
qebyhegucag.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qebyhegucag,11,dga_11_12
qekyhuqacim.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qekyhuqacim,11,dga_11_12
qekykopycih.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qekykopycih,11,dga_11_12
qekytivacir.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qekytivacir,11,dga_11_12
qetysuvucuf.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qetysuvucuf,11,dga_11_12
qfouqaegeuu.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qfouqaegeuu,11,dga_11_12
qfpdxpgwwula.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qfpdxpgwwula,12,dga_11_12
qgfkancorml.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qgfkancorml,11,dga_11_12
qggqqicqwsg.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qggqqicqwsg,11,dga_11_12
qgjysjvskgh.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qgjysjvskgh,11,dga_11_12
qgkkqssmscgw.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qgkkqssmscgw,12,dga_11_12
qgqueaowsgeq.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qgqueaowsgeq,12,dga_11_12
qgugiyucoou.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qgugiyucoou,11,dga_11_12
qguqawgwuev.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qguqawgwuev,11,dga_11_12
qgwrrvpihvsr.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qgwrrvpihvsr,12,dga_11_12
qhfceacbukjn.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qhfceacbukjn,12,dga_11_12
qhnokspwoqt.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qhnokspwoqt,11,dga_11_12
qkcfcninmbsp.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qkcfcninmbsp,12,dga_11_12
qqjgengerjet.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qqjgengerjet,12,dga_11_12
qqtmfinwvgp.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qqtmfinwvgp,11,dga_11_12
qsxpiihjfdl.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qsxpiihjfdl,11,dga_11_12
qtcmwmialka.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qtcmwmialka,11,dga_11_12
qtrghyarcwai.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qtrghyarcwai,12,dga_11_12
qugcmrjvmut.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qugcmrjvmut,11,dga_11_12
quqeubopurql.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,quqeubopurql,12,dga_11_12
qurewifnnxei.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qurewifnnxei,12,dga_11_12
qvcejshoeqht.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qvcejshoeqht,12,dga_11_12
qvqkzhuguwmf.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qvqkzhuguwmf,12,dga_11_12
qxagemrajob.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qxagemrajob,11,dga_11_12
qxwnepopuxwo.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,qxwnepopuxwo,12,dga_11_12
raxsudntddg.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,raxsudntddg,11,dga_11_12
rccgykzdybed.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rccgykzdybed,12,dga_11_12
rcmgnuhnfmog.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rcmgnuhnfmog,12,dga_11_12
rdxoinglane.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rdxoinglane,11,dga_11_12
refuwyheyxa.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,refuwyheyxa,11,dga_11_12
rerudvhnrwp.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rerudvhnrwp,11,dga_11_12
rezvztvbbfri.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rezvztvbbfri,12,dga_11_12
rflptlhhpycd.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rflptlhhpycd,12,dga_11_12
rfsslhnzujiu.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rfsslhnzujiu,12,dga_11_12
rfttquerque.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rfttquerque,11,dga_11_12
rgrpntosvaz.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rgrpntosvaz,11,dga_11_12
rguorncjfhg.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rguorncjfhg,11,dga_11_12
rhmzareisbad.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rhmzareisbad,12,dga_11_12
rjezficlight.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rjezficlight,12,dga_11_12
rjzjlmxzfxsj.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rjzjlmxzfxsj,12,dga_11_12
rjzxmonkeys.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rjzxmonkeys,11,dga_11_12
rkgiyehtmgn.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rkgiyehtmgn,11,dga_11_12
rkitoumsdcq.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rkitoumsdcq,11,dga_11_12
rkvibntipyzq.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rkvibntipyzq,12,dga_11_12
rlgtuutihbnh.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rlgtuutihbnh,12,dga_11_12
rmgaxlwmgyp.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rmgaxlwmgyp,11,dga_11_12
rnaxksheqbfl.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rnaxksheqbfl,12,dga_11_12
rprlmonkeys.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rprlmonkeys,11,dga_11_12
rqqvflpfgfte.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rqqvflpfgfte,12,dga_11_12
rsrmfybsqkx.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rsrmfybsqkx,11,dga_11_12
rsvycrwpkpmy.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rsvycrwpkpmy,12,dga_11_12
rtjprancisco.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rtjprancisco,12,dga_11_12
rtktjjruvrjs.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rtktjjruvrjs,12,dga_11_12
rtmwpiyngqsb.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rtmwpiyngqsb,12,dga_11_12
rtnlancorml.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rtnlancorml,11,dga_11_12
ruepptptxehd.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ruepptptxehd,12,dga_11_12
rwsxehivlzn.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rwsxehivlzn,11,dga_11_12
rxwadp3w2t4.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rxwadp3w2t4,11,dga_11_12
ryasrtecdcu.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ryasrtecdcu,11,dga_11_12
rycaqavicali.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rycaqavicali,12,dga_11_12
rycaralicaxy.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rycaralicaxy,12,dga_11_12
rycavolicaby.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rycavolicaby,12,dga_11_12
ryhaqygicila.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ryhaqygicila,12,dga_11_12
ryhavovicizi.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ryhavovicizi,12,dga_11_12
rynahevycosi.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rynahevycosi,12,dga_11_12
ryqanalycuby.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ryqanalycuby,12,dga_11_12
ryqavogycuka.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ryqavogycuka,12,dga_11_12
ryzlxbdtfcw.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ryzlxbdtfcw,11,dga_11_12
rzdvinglane.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,rzdvinglane,11,dga_11_12
samgfaylrgnv.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,samgfaylrgnv,12,dga_11_12
sanuporsche.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,sanuporsche,11,dga_11_12
sbixnucocmaq.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,sbixnucocmaq,12,dga_11_12
sbkcznixcap.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,sbkcznixcap,11,dga_11_12
scditaprius.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,scditaprius,11,dga_11_12
scuaahrlrcns.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,scuaahrlrcns,12,dga_11_12
segpdhcssteq.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,segpdhcssteq,12,dga_11_12
serelxowyah.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,serelxowyah,11,dga_11_12
sfzrvfryvcw.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,sfzrvfryvcw,11,dga_11_12
sgzqinglane.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,sgzqinglane,11,dga_11_12
shptxwkwmfd.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,shptxwkwmfd,11,dga_11_12
sidiblqqpsl.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,sidiblqqpsl,11,dga_11_12
simaancorml.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,simaancorml,11,dga_11_12
sjnmsetueihh.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,sjnmsetueihh,12,dga_11_12
sjquifycwxlk.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,sjquifycwxlk,12,dga_11_12
skcmmyomesoi.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,skcmmyomesoi,12,dga_11_12
skdqfsxysrz.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,skdqfsxysrz,11,dga_11_12
skgsosqkskg.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,skgsosqkskg,11,dga_11_12
skmqkeaioeo.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,skmqkeaioeo,11,dga_11_12
skmuqsioasi.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,skmuqsioasi,11,dga_11_12
skoegaegamsu.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,skoegaegamsu,12,dga_11_12
skuocsqcasw.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,skuocsqcasw,11,dga_11_12
slmeehtennme.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,slmeehtennme,12,dga_11_12
smdaficlight.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,smdaficlight,12,dga_11_12
snjnralcufcd.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,snjnralcufcd,12,dga_11_12
sqdgdhockey.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,sqdgdhockey,11,dga_11_12
srlmihyqqelw.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,srlmihyqqelw,12,dga_11_12
swfwsijcusz.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,swfwsijcusz,11,dga_11_12
swjumonkeys.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,swjumonkeys,11,dga_11_12
swtvmonkeys.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,swtvmonkeys,11,dga_11_12
swylavyggsw.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,swylavyggsw,11,dga_11_12
syeyordf150.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,syeyordf150,11,dga_11_12
syusboubktuc.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,syusboubktuc,12,dga_11_12
tahpwlyociur.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tahpwlyociur,12,dga_11_12
tavhgejndozf.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tavhgejndozf,12,dga_11_12
tcaqjjhacbm.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tcaqjjhacbm,11,dga_11_12
tcvevmmrgwcc.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tcvevmmrgwcc,12,dga_11_12
tddmkdupkjir.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tddmkdupkjir,12,dga_11_12
tdjauiiisgb.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tdjauiiisgb,11,dga_11_12
tdjfhnobcij.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tdjfhnobcij,11,dga_11_12
tdyaqqxaybw.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tdyaqqxaybw,11,dga_11_12
tfxkfvoihiwu.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tfxkfvoihiwu,12,dga_11_12
thxhegtglaz.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,thxhegtglaz,11,dga_11_12
tifjgrstvmdh.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tifjgrstvmdh,12,dga_11_12
tjuiordf150.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tjuiordf150,11,dga_11_12
tlhkypnmgenc.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tlhkypnmgenc,12,dga_11_12
tmvhtqvpcyx.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tmvhtqvpcyx,11,dga_11_12
tojsevkbrcap.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tojsevkbrcap,12,dga_11_12
tpbtyijkzss.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tpbtyijkzss,11,dga_11_12
tprjysbeqiqx.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tprjysbeqiqx,12,dga_11_12
tqiomxgihthr.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tqiomxgihthr,12,dga_11_12
trbeomtucov.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,trbeomtucov,11,dga_11_12
trpxqfnmckxp.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,trpxqfnmckxp,12,dga_11_12
tsnmirtiqazj.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tsnmirtiqazj,12,dga_11_12
ttfyengerjet.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ttfyengerjet,12,dga_11_12
ttyldnkywzch.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ttyldnkywzch,12,dga_11_12
ttyqancorml.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ttyqancorml,11,dga_11_12
tutsnmlkkkth.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tutsnmlkkkth,12,dga_11_12
twvrwtuvfydo.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,twvrwtuvfydo,12,dga_11_12
txdxtjnnmdmo.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,txdxtjnnmdmo,12,dga_11_12
txexerehcvg.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,txexerehcvg,11,dga_11_12
txroepictom.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,txroepictom,11,dga_11_12
txuhareisbad.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,txuhareisbad,12,dga_11_12
txuulygossoh.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,txuulygossoh,12,dga_11_12
tznbepictom.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,tznbepictom,11,dga_11_12
uabrancorml.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uabrancorml,11,dga_11_12
uajmyccubkfk.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uajmyccubkfk,12,dga_11_12
ualxpohfyteu.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ualxpohfyteu,12,dga_11_12
ubjfwnxrarqa.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ubjfwnxrarqa,12,dga_11_12
ucdogmwvlys.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ucdogmwvlys,11,dga_11_12
ucrbficlight.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ucrbficlight,12,dga_11_12
uducltdjncj.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uducltdjncj,11,dga_11_12
udxrkejtlwq.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,udxrkejtlwq,11,dga_11_12
ufbgmfnegih.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ufbgmfnegih,11,dga_11_12
ughjnwinnck.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ughjnwinnck,11,dga_11_12
uglhrulegacy.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uglhrulegacy,12,dga_11_12
uhotqjjvnnfe.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uhotqjjvnnfe,12,dga_11_12
uijmbyqjgeqs.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uijmbyqjgeqs,12,dga_11_12
ujflnthgrfja.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ujflnthgrfja,12,dga_11_12
ukbbkcwchth.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,ukbbkcwchth,11,dga_11_12
umljinglane.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,umljinglane,11,dga_11_12
umlmepictom.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,umlmepictom,11,dga_11_12
unnmdtkrrurb.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,unnmdtkrrurb,12,dga_11_12
uoekmaycicy.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uoekmaycicy,11,dga_11_12
uoftepictom.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uoftepictom,11,dga_11_12
uoiqgqsaguks.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uoiqgqsaguks,12,dga_11_12
uomkmaiwsym.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uomkmaiwsym,11,dga_11_12
uooaomwqgau.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uooaomwqgau,11,dga_11_12
uooyeyosmuwc.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uooyeyosmuwc,12,dga_11_12
uoqwmcqoqqo.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uoqwmcqoqqo,11,dga_11_12
uoscqwgywqi.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uoscqwgywqi,11,dga_11_12
uoukgiqaguw.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uoukgiqaguw,11,dga_11_12
uoumuqsycug.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uoumuqsycug,11,dga_11_12
uoymkiiqscgq.info,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uoymkiiqscgq,12,dga_11_12
uoywugassqs.org,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uoywugassqs,11,dga_11_12
upgvifbwmukl.com,1,ExtraHop/DGA-Detection-Training-Dataset,dga,upgvifbwmukl,12,dga_11_12
uqchunxvobnr.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uqchunxvobnr,12,dga_11_12
uqpdbtgcdhw.net,1,ExtraHop/DGA-Detection-Training-Dataset,dga,uqpdbtgcdhw,11,dga_11_12
