domain,label
omc-dns.de,0
tkvjrkrwwgovnfrwhebmkuo.info,1
mobetmummfif.xyz,1
1000pornmovies.com,0
gioxuwcxmjeceekmxym.net,1
lovereads.ru,0
dflvfwefvlh.xyz,1
18801ppfrwzkii2qwcc91d67s.net,1
suncoasthosting.com.au,0
paxhistoria.co,0
2com.pl,0
1xbet-ms1c.top,0
nkigtpiytcvsd.com,1
axabanco.com,0
14uzq4plzut6q1xasxhu19faq1o.com,1
dh.gov.cn,0
commaster.ru,0
92qo9cfohli91syno1sbajp7f.ru,1
sematext.com,0
1rltw4k1men551o42xfe1ljckym.ws,1
wpdurnuhuvuyocudv56cnt5m.org,1
benaughty.reviews,0
dreuz.com,0
wrongbelow.info,1
1lhs4m1e8d6mm1j3ywc1t1r2q6.net,1
kbwcljxbahqgyxkzpnzyhtin.cc,1
ptfotnai906g1y47fet1vg3zm.net,1
hairhigh.com,1
jyrygrimsukite.ws,1
lenovojp.com,0
musang178-top.com,0
43yo6uc7yjy8kaifbj16fhhwa.info,1
doctify.com,0
offeropen.net,1
drinksome.cc,1
2n1ms9rtbki86gtftn1c7pop9.org,1
yt1s.ltd,0
1ny8h4d1gxwt5ly4psl31ehozg2.com,1
1xbet.dj,0
j01jsv16wum5w1cremnr1i5j0il.com,1
freegate-next.com,0
forzaromapharma.com,0
vtzxc21ivapdsjjcdo1dt1w6z.ws,1
furnitureclinic.co.uk,0
puntospoint.com,0
degwiki.com,0
otj5bggsm6g3pwwlq551pt2y.cc,1
centraldasinscricoes.com.br,0
eyiftrckfplfpncitcaxbykfxgm.net,1
uqvmytnus.biz,1
dihmosa.com,0
fishpal.com,0
connexone.co.uk,0
xrmryhivcmnjhzpduzaiinjblt.net,1
thesenoise.com,1
qhemkrtnjnflfxamxoszpbnj.net,1
whichboat.net,1
placidway.com,0
rockraise.com,1
universalmotionartsacademy.com,0
omdteggaafvjupfhci.org,1
citizensnpcs.co,0
ultradns.info,0
redis.io,0
vajjdys.net,1
mqhisdbkvsidarq.biz,1
knowprove.com,1
cultural-opposition.eu,0
1fwhen512dlt0k1kh3zfoxqqzco.cc,1
irubujbszxlnzxbywdyxeibinz.org,1
univ-relizane.dz,0
deluna4dgoal.com,0
1w95sleippkwmhcqumvo2k7hd.com,1
gladgreen.net,1
okaghccsnuympt.info,1
fonant.com,0
3dstlworld.com,0
vratfagmoswhe.xyz,1
nkiygjtjbalcawo.tk,1
qkomdwqjrgveom.tk,1
dtwchcvfjlskmr.net,1
gxoxxfdeunaoyiqbyffwx.ws,1
universalads.com,0
fox888-login.net,0
1i2ti1f1uxneuy1d3pmye1qtlpek.tk,1
chroniclesimple.uk,0
12ql5c516lghlj6hf5sw1cn4o7k.ws,1
toauythmzuxksxgqxbmswyx.info,1
1d6e2v2fewgyj10xvf641bf5yfp.tk,1
1g1b0e51yd889516k8go81gr24i0.xyz,1
reelbase.de,0
lattor.com,0
bike-parts-yam.it,0
simplycast.net,0
8rtkt413ruc6ifkbipa1ptrt8a.net,1
bst4lgowkznt124kxlxqzvdig.info,1
12mp3r4tld3k615o7g561bhc8sh.cc,1
cfemck17p3grc1uwgwg64iemch.com,1
1axzna93u6it61bznsr21mjx8bi.com,1
hairshoe.org,1
d537se1dfd2j51hmjsl4119bedr.net,1
sighteasy.com,1
fujnpisyqporuwrba.com,1
vdnvcuatdlinxuumud.com,1
dance-forums.com,0
eventionlive.com,0
postel-deluxe.ru,0
fjfputno.com,1
gursh.ru,0
omeclk.com,0
planetkey.de,0
1ilxga51xmlfhcjgtrnjwbg2xf.net,1
skyrail.com.au,0
jenkai.com,0
calderra.com,0
madecause.org,1
1ne9ndh1n4jr5p1qnkbvk1qwbdgj.net,1
bufieqaicpyhpfzjncegydyeqld.biz,1
ydqwmzhgaxoxfyzvcpvqgmfxro.tk,1
iwjeupgmxpmaceogwrx.net,1
94zqmucbvvf2yzoth71hzuz4e.ws,1
1j9qnuk1pe9h4eaclbfj8twn48.net,1
tee-on.com,0
techviewou-axa.com,0
mmhrhclfwakdryj.ru,1
maxbounty.com,0
1flfk0u1rzskaopa3873mdd8hq.biz,1
f126iy1h21ixa11e5t2615lfj3e.ws,1
pgmall.co.id,0
aepvcouddlgxqk.com,1
fairraise.com,1
1d7hrlbq5laxec58v1txmi041.tk,1
afwnsujqioxmmukydr.click,1
17na23o4we3jj1pf4wzm19bwfns.info,1
19haq13kv0zpomadfg7l5qjjk.org,1
9ra7u11v8crlm1fa55ig5eera1.info,1
xwgpxdujxjsd.org,1
spendroad.click,1
aspx3hizp02b1mmu4761h89dmv.com,1
uvic.cat,0
oncerssktcxwpmvpcaizwsppbtw.org,1
qskn.al,0
2ruzft15w0qcytj6kfhfb728v.org,1
triglav.si,0
qwcuivshhdeylpbqnj.cc,1
1qkfz41c2jc525hjk7u1pybs2.com,1
denvdedeypbythucmcqkffuxgpr.com,1
vwrilu14bo1rz4lvvje10t4tx7.com,1
courrierdurif.com,0
havabus.com,0
turkish-tv-series.tv,0
bistp.st,0
ubcpsc.com,0
netlink.social,0
gsungefnolivvn.net,1
shadyrays.com,0
behindlockeddoorsfilm.com,0
omzuhw756kfb1gq17pb1v2qpno.com,1
hillmeet.com,1
srhswhgqbcop.cc,1
bmgmoney.com,0
humankind.click,1
mrstore.com.pk,0
ozpusrcaaykjeqdcxszhqorifrs.info,1
sattakingno.in,0
trk-vextrom.com,0
rnvmnrqawabr.biz,1
accme.org,0
rawwguovdyclh.org,1
significant.com,0
htyhrktodskjnzduwxnfzpbil.ws,1
withcity.info,1
petir388lukisan.com,0
unblockedgames.cn,0
moveover.org,1
bvcyrbceqjtytkk.tk,1
thinkwood.com,0
eqcnyofattckyhv.xyz,1
primecardsplatform.com,0
americu.org,0
oicbitwcbsgslbpsoufwh.org,1
1kl738f16klqtpgsteo21s7esco.xyz,1
ed4aa3a446a6545e592467b1b18e99e8.com,1
eooygnnwxiawks.com,1
ofsgondefzlddkjsgxgjvfudlp.xyz,1
1w2cq36i3basv11p1zv47hn63z.com,1
pix2.net,0
keqrguwrwmrfacuukaqhqcwsyh.ws,1
kjus.com,0
wejknkuxyqwrw.info,1
uidgvjsax.net,1
hanggreat.org,1
songcould.net,1
accushop.at,0
uf8ktu1bk1ohh1tfqo75ov6n82.net,1
xiangtatech.com,0
yosintv.net,0
limpopo.kz,0
6eb2yizy2tiw1cteyvo1cwiyht.com,1
19g5k4z3nnv971w6mdwi10jz3hk.net,1
acxfjugwncrfnphblwq.org,1
bitweb21.com,0
pxthkkgpgbiy.cc,1
hdjtcoinpwven.com,1
linkvagas.com.br,0
webyurdu.com,0
bytegoofy.com,0
cbtc.ru,0
1353cy61trkda3h1y3c6jh0kxq.info,1
convivea.com,0
liveinkorea.kr,0
kaja77id.net,0
invictos.sbs,0
carlow.edu,0
milkpull.ru,1
vxvdbljissmmvhvoe.net,1
slotsukblog.co.uk,0
abmyjtfvqy.tk,1
xcqktinwvjyw.cc,1
1qtoi58eum5si1572w6s1kxndp8.click,1
8zh1zvkdje8a7w64ps1p8bssx.biz,1
aging-us.com,0
netviatelecom.com.br,0
rolanddg.eu,0
lordserial303s.top,0
nqpacnodtvoo.cc,1
usingrgspbiqfo.com,1
webadam.com,0
japex.ru,0
nishogakusha-u.ac.jp,0
whichvoice.ws,1
amifafynjdqeumnwgwcivswtowoin.net,1
web24x7.biz,0
1icdz2amiav21dm892qajajw0.org,1
signvoice.net,1
marineland.fr,0
paidooserver.com,0
nomacs.org,0
sqylvmlbkkwpmgdhi.net,1
startrade.com.cn,0
edinavigator.com,0
acuochrpmedp.net,1
canal10.com.uy,0
kbsfalgkclhxcxrbjwfec.ru,1
kipaswinclub.com,0
bjtkeuhiyoqojgqnd.com,1
qphtfmrioryp.com,1
zzt4g1xfm6aa16g9b95184t7gs.com,1
arkayejewels.com,0
ca7variouss.shop,0
imagecmshost.com,0
searchinform.ru,0
magview.com,0
pmqf02.com,0
saltfell.com,1
zoneukblog.uk,0
asiavibe.com,0
pulseblackjackpro.com,0
fiuktsolfeuugfavwpaiywsuo.com,1
mophie.com,0
wyxwlwsflofdmj.com,1
charliewaller.org,0
whomgrow.net,1
1oc73kr14jtl621dzjgxpo4qzbn.cc,1
pmhpvjjrculq.biz,1
dybhyiqdsriqyaosfqn.net,1
24live.com,0
sexoquente.blog.br,0
blablacar.com.tr,0
najivuwqpeihatxeebv.net,1
unoqhr6jdfge1s09h2m2s2np5.info,1
orelsite.ru,0
adaoil.com,0
nz1efm1l2ylsv1h4wi9k11v91rv.net,1
classi4u.com,0
vamopar.com,0
ngwickpseobjafvcnv.net,1
xkcelzduhfmxjbsnrzyndega.com,1
eheaykevyumyval.org,1
17wab7a17j6dgg1b3z29a12xk7pq.info,1
yarn.com,0
chtv.ru,0
arceurope.com,0
itnews.com.ua,0
webcon.com,0
eakoxju.org,1
4eversolutions.pl,0
juicebx.com,0
phonegg.com,0
1te9e2qc65ro1qs9hhm1nqwdim.net,1
16t2b3m1xib65aj4cql0gsh2kj.ws,1
guxlytukcqtzxamiijmbmrprrg.biz,1
anonns.com,0
humangrain.com,1
wrongnovember.com,1
nssb360.com,0
edns1.com,0
rrtwplhuctcudtexneq.org,1
1xbet-td2.top,0
eclipse-earn-south-africa.com,0
moscowteaparty.com,0
lumencraft.de,0
movetuesday.net,1
funshion.com,0
xnbpiuwm.cc,1
shop-wakan.com,0
bd116f3577ade555dc8d86d1fc14e24c.info,1
globalgiving.org,0
1xbet-frv.top,0
michollo.com,0
porngipfy.com,0
allureflooringshop.shop,0
landyz.com,0
awsdns-18.org,0
5zed3t1ufdg5o1btvjrh1450nkx.net,1
zee-official.com,0
firabcn.es,0
spokefind.net,1
cataloc.co.id,0
lircqirtgljzlfetmtpldfd.com,1
fzvnt44d32cp1lx1s2e1j232p5.tk,1
mppnhooxfhiat.com,1
ltkeikzdaztpcdsfqkvircyukeu.com,1
lsincdvncodc.net,1
urbanpulsezone.nl,0
3vupcsi77jfu1psmnll1b8dox.net,1
kngkoxvbyrlinly.com,1
wroom.ru,0
cvaqlduwbmxs.click,1
mqgavrqytypx.cc,1
deadgreat.com,1
gjwbankpptxks.org,1
gov.bc.ca,0
mohawkind.com,0
uplienpibgxrq.org,1
altibox.dk,0
ggboost.com,0
smartmoneymatch.com,0
hmprxfycqvpgc.org,1
anthonys.ac.in,0
triedgift.net,1
yywgenge.org,1
1cfv2nb9wx1v71ss4f9ewrenfo.com,1
zee61uss.xyz,0
67wine.com,0
1r7igq3clxhp81spbpg11itbgtg.net,1
f383auqsa9m31ys9ooe1p8y9m2.net,1
igs.org,0
khedmatazma.com,0
milkthirteen.net,1
hqib14cxqix1dm137anx99w8.net,1
6d5ninkkjrjy19alu5i87le11.net,1
oiumggaqcykstjbn.biz,1
iskur.gov.tr,0
lesinfosdupaysgallo.com,0
hyundaiclub.net,0
9oxoa71o0ucgp1plja7z17rgepl.net,1
dev-donaldson.com,0
wlutcxdlnrwqaertkj.net,1
takennice.cc,1
goswadeshi.in,0
1jxmm4ljyk3ot1hcukak1cf0gd0.ru,1
lvcgj.com,0
cesurformacion.com,0
5jvc23ry2zp31yesh86tzico1.com,1
motorbikeplanet.com,0
mibfciaeecd.com,1
daqiao.org,0
zazzle.net,0
cash-express.ph,0
mzlnphskdaxwxhuhmzlnrppnnb.com,1
1cihnj71x0h673dcz13z1d5rday.org,1
cfmdldxjqbqiu.org,1
yhhqjbvokrcorzmbtkypozaobwglj.com,1
ucpm.com,0
mvh-shop.de,0
17ypqlg15lo5hu1q2yx8v5laejj.com,1
qgkzogahqvccugundirgivjbjrof.com,1
0fb34668cb17701d8ceeb30e33101827.com,1
j3yc5xo36c1012xe3uc1ur4nda.org,1
fupxcmrgtzdhugaxtstjnzh.net,1
vardagsperspektiv.se,0
tordqsrwmfdyhidprtodyytqw.ru,1
5006.casino,0
meatgold.biz,1
d6qd.com,0
16nk8q1myupq976929nwkjb1w.com,1
smec.shopping,0
vpixl.com,0
fmjfgfqh.com,1
loveempowermentclinic.com.au,0
freebeg.com,0
1pa374v17cwz3ls7lhz31vwb224.com,1
heavyharmonies.com,0
420shop.nl,0
eeyl.my,0
77z7oeayaqhz1x5pae1ld5rbm.net,1
gckiumdrvff.info,1
uxbhtshvuthrlw.biz,1
phasesmoon.com,0
meattell.net,1
igofun.mobi,0
softruck.com,0
geonsoxdedtfizhferwduizpjkh.ru,1
lcujmmlixqhwpsa.org,1
jeongseongfood.com,0
1ii8fuk1vcxqm81ddvfp01qriv87.com,1
elearning.taipei,0
kctktwkfnyjequymknt.net,1
594983949.com,0
rpjarxtowylnlriimctm.cc,1
azzamdbeauty.com,0
suzhou.gov.cn,0
thepeoplesvoice.org,0
wlicdn.com,0
pd268o187j1u8175kg01bltodu.info,1
pbjvmjizstkmvpbfecmfpfnv.com,1
njayxweaztxpvpijldulhquk.biz,1
darkgift.com,1
starclippers.com,0
klnvbfainjtibmn.ru,1
zenbridgeportal.nl,0
cuuovoucdqpydvoqglgewoirrk.tk,1
markosweb.com,0
hospedados.net,0
denzamgames.com,0
tzrkththuzlxzwkusvcy.ws,1
rhseed.pr.gov.br,0
gavang331.tv,0
kurdistantv.net,0
3z6dxo1iulr6413wd4zm1yo30sh.com,1
yhqtrktkjfuopjxmypknion.net,1
servas.org,0
1jcdak3146ulti1pnwboqltr5h.net,1
s-stroy.ru,0
hobbyschneiderin24.net,0
surhpahysnvv.com,1
amberpath.au,0
honeywellsafety.com,0
musicroad.ws,1
arenda-company.ru,0
rwdqbeh.tk,1
93xhvf50gnasqqc5n61u9r925.org,1
canon.com.tr,0
flsmidth.com,0
muslimandquran.com,0
8hm6bi117aai61yeojifmy4n4e.org,1
iztsnbswtscabmpeuhmsmrlfxko.com,1
dynamicfield.nl,0
1fh4ja68l7y1v11omde99bh5rb.com,1
novadys.com,0
saltreach.info,1
flashscore.com.au,0
visionwagerdaily.com,0
anitake.net,0
177ehtj2nsv8z4yll87kn6glr.com,1
defiancerc.com,0
ganpbohgdjxm.info,1
campingtahiti.com,0
dbwhgnfvrtuwqxylxql.biz,1
qthezi9s6yvylh54l1cfpzmf.com,1
xylrgyvhaqcrhj.info,1
owhdjc1j4ou8xb0dkv1r2k52b.net,1
ozvcdetgsgnrtceyintxcaukrson.cc,1
slotcenter680.de,0
ljwohzwovwovpbhibialdwgltg.org,1
salemnewschannel.com,0
santoro-london.com,0
kugli.com,0
novanft.xyz,0
denveronlineauctions.com,0
viahospedagem.com.br,0
spin.com,0
1vb9byi1klyhe6ujg50aw8xlwu.info,1
urbangamesinsight.uk,0
1fe8ebcb41f26f90b966513a4be9137d.biz,1
myenergi.online,0
sicaac.gov.co,0
randommization.com,0
vbjofhngoidl.org,1
katespade.de,0
lvzpkfkrxmbhtguxfifuprrc.info,1
17aspnhegsppx3ijd54ptibr9.ru,1
fqfeocthrq.cc,1
wipson.com,0
threefish.tk,1
uiporn.com,0
readingroo.ms,0
27wvnk1ehy75z1tcbjcu1cmw9wk.com,1
peerspot.com,0
gocache.com.br,0
1pu4ioz1fxa739o5zhtv3mq46j.ru,1
tripster.tech,0
ox4egp1yl58xb1vwkjuk1mtgp3z.biz,1
1qkw2py1mi0vn21r4jb4010uldkr.com,1
misturebas.com.br,0
worlduk.co.uk,0
armenia.gov.co,0
2dc5e37a479fa5c96448a77bb52f5749.cc,1
oblscaqhjtxmovr.ru,1
dailyexpress.co.uk,0
e2ts3t1khnbe3c8n7eivqdzwk.click,1
nilambar.net,0
pamancie.xyz,0
shvgojctwne.com,1
mediapress-net.com,0
armeriarossetti.it,0
lywd7qffao8ev0fxro1d3dtem.ru,1
ldcuxqcaqobhhlbdglrcjby.ws,1
brandbastion.com,0
yevrtmhjfvcoluc.info,1
paperless-ngx.com,0
theedgesingapore.com,0
cryptospins.ca,0
diikbhdldcyhmdafqtdmlp.com,1
pgwxqtyvcchw.org,1
overthewire.com.au,0
republicahosting.com,0
videoviewonline.com,0
iqluufk.info,1
h9i1ozs00r1k1hjmyyb6fxc9p.com,1
orqolcrkukleiwrodiqgkjaemr.tk,1
aklqffvuoulrhfqayel.org,1
vobqdvwyhylozautbagerwai.info,1
spotad.co,0
myhomeaccount.com,0
14iqo08vxg6q1naaixc1i8abv6.xyz,1
baseportal.com,0
guland.vn,0
187tvef1av3507f69zcskukxbv.ws,1
edimelo.net.br,0
1xqvzu6le2m61fpt57nbb15no.com,1
ladiesonlyads.com,0
totoofficial.com,0
roomleft.net,1
digimoviez44.top,0
thepacificgls.com,0
hyimvlkaeqwqnmspym.com,1
tlz37p1p3wle1xhhw3o6fkm2p.tk,1
gvokgggxkhoefw.biz,1
wrongpress.net,1
ojgyzhsobinpjbyntrwzyplgekv.org,1
signslow.ws,1
cyberspaceandtime.com,0
shelly.cloud,0
mkabtjxdbvuf.info,1
je98jf104jikclduw1h1n4smk6.com,1
mirahcollection.shop,0
lookslept.net,1
sqphrypgkmqbndbia.info,1
ifpvwwktchwknkzmtjnorfi.com,1
evawiki.com,0
nredbkx.com,1
queenonlinestore.com,0
1nu9fq514wkpct1g98n8u32jren.net,1
gen.go.kr,0
royalvegascasino.com,0
1tv1ewa1y2w0hm15dxqkn123ha8w.com,1
vsiobtaizlcehrwaezdbeijgewc.info,1
nlhsb61g2ko1wqpjspa1aj505p.ru,1
ketapangkab.go.id,0
genome.edu.pl,0
benphtjwtqohp.com,1
remgitbulrhefanvdamnzxovp.org,1
hangenjoy.ru,1
adventurecrystal.com,0
nvufjjqxzi3s1ym391j11bcj3c.net,1
dmtaswqheteoof.biz,1
1ngxegm15sj9u31e2e44mqu1qeq.org,1
catherine-store.com,0
djfdxgfypjkvdwoxlpkfdjr.biz,1
1r9qjwab7o20k1ym0mrwcz9dex.tk,1
thedaobums.com,0
kiu.click,0
zoneedit.com,0
1d7b7pv1r40u6qw0p2sc93nxe1.ws,1
ysgoqmpfrdwtmulp.net,1
malydeaobjvnen.click,1
marcbet.com,0
erasgbsmugxgqurferaop.net,1
miuegwrwdhxxs.net,1
resellergrow.com,0
rwyngtbvunfpk.com,1
gohcsvvmchdxdf.com,1
m78-online.net,0
morihamada.com,0
mmzovtsmfaibetduhlvdqcovsgdi.ru,1
qleufcxraybdugrr.cc,1
fmgycahalvywpwsxkzqlpv.com,1
uponname.info,1
qgclyqstxnxdjmw.org,1
southtoday.com,1
sercmhtrpdwyp.biz,1
andoverlibraryohio.org,0
darkhome.info,1
mfpruqdxomoihpmopw.com,1
servernameplus.com,0
wsaelfat.com,1
8c903db337ac37ab7543c74878be751e.com,1
seasilver.com,0
naviixnoyldstp.xyz,1
milkhope.com,1
bridgeguys.com,0
khk.or.jp,0
joinhunt.com,1
whomimportant.com,1
zakathouse.org.kw,0
top20oferti.bg,0
zhcakzxydwcaueimbftgyzrcmbzx.net,1
s5ffyiia6dcyly3hqvbxptgb.net,1
sari4dpro.com,0
getadi.com,0
zlvgjaygeyllhibarhqxgqgxtg.info,1
top4fitness.com,0
rrxnptqkrolkyhydoqdu.ru,1
04655d8cac2f6365935fb07dd1ccc1fb.tk,1
heart-music.com,0
horizen.io,0
mynexuz.be,0
wwwsexvideo.org,0
r09f4b18436ob3a70b1n4h8ux.biz,1
nnood.ru,0
uphelp.org,0
16vwhyv1nbymrf195k18u1p2f77m.com,1
ytdegqcairuhjom.biz,1
gqbyuodmzbalbwgdllvpjxojp.ru,1
nw-team.de,0
1x0gcnm4cp1l5dkd2jdb1hxcz.cc,1
1k3js0yby2um2ffysyfyz09rd.ru,1
knowgold.tk,1
mediaserve.pro,0
moieepmidpxh.org,1
xkzpusjbmmjimhyeyvogedhifqc.click,1
b37mrtl.ru,0
bta-mall.com,0
ybnju31yurdc5oa39ed1mt4nlp.org,1
tcutirtkhyef.tk,1
242908921d04e945248fa2242a7f60c6.com,1
a67hdl5r700e18b9vgj1ntfuar.org,1
coinmooner.com,0
tmailor.com,0
dailybrightblog.uk,0
dhtljwamdkotpsj.org,1
vvfyiulwoe.com,1
luxe.tv,0
driver.top,0
geo-871.live,0
1hdocm2z563lt1ignx05d8bl6f.cc,1
18jkgqo1ckl1l418z4bew1v7nrdh.info,1
rgbrneg.com,1
stpnbapxmrztsfscubeydljpv.com,1
x-arab.com,0
18btf0u1m9us131625w71876n38.xyz,1
wgvgcmcawkvwpbnrmzqcgvoreazpuc.com,1
cgjfnbnwlgtvylj.net,1
dusal.net,0
skdesu.com,0
agroinformacion.com,0
jinansixun.com,0
school-for-champions.com,0
13gtx7t1f9y3sgqlhfnz1lfmvuo.net,1
ichibanya.co.jp,0
oderland.org,0
ereuk6ck4frc138zcmm1mz3mm7.ws,1
faixgtwdhugdpjxceigieapkjw.info,1
qgehwkrjblfroaycilnciugqwx.cc,1
ul1hkw7d6abc1nn72pr6jkydw.com,1
1fubfk8wvcbqhax1v4bjywjhe.click,1
178uis3lmypmk1g6qbcj1wzatph.net,1
26a4tv1k4l5qcdyqv1pn67uvl.net,1
qfatwlmlcmwzjfnvlqggauk.info,1
s-ul.eu,0
cicy.mx,0
boe.gov.sa,0
solidblackjackzone.nl,0
fyktdmrgaemcrwamlbgyfeeqpv.click,1
mobomobo.ir,0
16ts0gkxsh7lw14vz44o1qgigab.com,1
ttzpxpzpguxkducmxoeutknai.ws,1
lmicnilyedrbtfrsjooe.cc,1
core-exiles.com,0
tmjhb56bz0u1f80ls91gn922a.info,1
pdga.com,0
ook9nb1d9g0jyhdpquukp2x9m.net,1
loldvdonmnmeq.net,1
whichimportant.org,1
njdtvcelqwpjmvbqtdxsw.com,1
service.co.th,0
gopay-wallet.com,0
roomlift.biz,1
oxfrpjse2ikr1727o0r1pw2aux.net,1
1ns9u911h3mv7e1w318y518hz1ch.com,1
ladasdomains.com,0
wifecount.net,1
drwebhost.com,0
qscnmxulcxxkdmhrml.net,1
lightaudio.ru,0
takenwing.info,1
cartesia.io,0
stan.kz,0
madeprove.net,1
1aiezzgjmjsqlmc6k8nyikden.org,1
xboukevxk.info,1
1rjfpcp1ewtl0md7xrmtz6ubhr.com,1
albasini.cl,0
bgame.it,0
vexfoqouyqxlhifqwfu.net,1
sparkasse-ulm.de,0
1xc96td8e7xzrjw5ycfer5035.info,1
villasepeti.com,0
1nduwqh1lih9m0jtsbgw19u4a4o.com,1
hairpast.com,1
felttold.com,1
ncqcxkbhruwt.net,1
moryywqgiq.com,1
spendfell.com,1
ukradiolive.com,0
tmobi.co,0
grantsolutions.gov,0
ogen.org,0
oecdwatch.org,0
independentage.org,0
hotmovs.com,0
diregional.com.br,0
aocnndoprrlkq.ws,1
1i3f4ooj84csp7v387t11ypasy.net,1
fctv33hd.skin,0
visitmarry.ws,1
idppkkkuhjf.com,1
blbiji.cc,0
vn2.app,0
1t127yggydrf71g5ojtup5phfg.com,1
customdynamics.com,0
aonbd.net,0
wjvimoq.xyz,1
1xbet-lz2.top,0
pharaoh-le.de,0
legit-proof.com,0
hkvmbfmpzjbjzwkfanrrpozqwsgwc.com,1
267c5ee1df885bbda2a1d0c05bcb9edc.com,1
1nraeirdm5hgw913vdmqvr61c.org,1
wtaerprnhh.info,1
netbreeze.net,0
kfdnblbcaqkgittopfrszmvx.com,1
cloudpull.com,1
1r45yvet3piw8tyt3kh12xptqv.com,1
thepbsa.org,0
gladsleep.com,1
dcs-cms.com,0
adipati-slot.online,0
lordcold.tk,1
un240xsi1aj8qt6wux1pvwz2s.net,1
1n1dw1z6qkhv13hhg221xgu0p6.tk,1
webhostmu.com,0
vividsummary.us,0
755bet.net,0
823c5affd5bf9f6244481d6982c3bed0.org,1
kikt8e10od55d112nq3v1gcrdz7.com,1
gnydlovukxxyene.org,1
17fxvf71lfpbxn11gcaip12jcbu8.com,1
leaderbiography.com,0
cweb.lu,0
1829sgfd7vu541hfjtkc1uittjb.com,1
knau.org,0
vipleague.tv,0
getranjess.com,0
1ji5mg9jfmezb1w1z2plyjbsrh.net,1
1p052xizse4cfc80ek55t0cia.biz,1
fjfbyydrvmaecrx.com,1
cinestar.cz,0
hwpoapwgebkarjr.biz,1
spshyklv.net,1
1u76b4md3he9l1tj7tzz1iq4u1a.com,1
hdtune.com,0
agnhivcnmxrctdj.com,1
qgypqwgefuypdljpjdyduohymngu.com,1
valleedepratmeur.com,0
minduu.fi,0
diariodopeixe.com.br,0
1ltcc0w108xs6x14l6cwblumin1.net,1
cc5y751uyzepi1wud8mk1iwksux.tk,1
stepchess.com,0
astrovox.gr,0
summary.net,0
dr-stick.shop,0
epvgqhqfcm.net,1
equaltear.com,1
ejuvratyeyohirl.com,1
dalademokraten.se,0
757f1021e4825be3da44226a269fa99d.info,1
allelitewrestling.com,0
babyhuys.com,0
sunnetworkhk.com,0
lfgfidwqveku.cc,1
hwqqxhvuchndynqhrkhlu.net,1
cyyaqwdebooik.info,1
fabricsight.com,0
apanqsgcsstekmdkflyn.com,1
biodatabanao.com,0
epamneoris.com,0
u8rxy43n1t0e16wan0odn4sbc.com,1
1yx2mpwdn8eo1l0sjrp15ydun.org,1
1mf0y96150z1c81xti3bmnxw0og.com,1
goldenglobes.com,0
vsfvlbfuldgvv.com,1
durcmnjryphaiauvwhismrexxw.info,1
adsmoloco.com,0
pulsar.gg,0
uponraise.net,1
republicain-lorrain.fr,0
criptotendencia.com,0
ishtadevata.com,0
azk8s.cn,0
ebmupkwljoufobcawcjr.ru,1
aqygcdaggjakqjq.info,1
ns1-beckerat.de,0
zbord.ru,0
nasicnet.com,0
inpost.pt,0
mostbet-kz-slot.com,0
gqcdcrukchcyca.org,1
godrejcp.com,0
vkjvfyfaaqhlbnzdqcmaxkgabdakn.com,1
nemeckyeshop.cz,0
cscompusoftware.com.br,0
opendi.de,0
sktgeaqktgqsrdmtphinxrsvkce.com,1
equalsure.com,1
bergrikeikrtyr.net,1
emajstor.hr,0
954581.com,0
13gp0lw16j99id1cyu45p1iqjvjr.ru,1
slack-sec.com,0
2hyagc1ry6pzy8k06vqtax49b.com,1
1k04vy112e3i5juhcayfqvtfsd.tk,1
nrw-digital.online,0
udimgvnoiwud.org,1
diavgeia.gov.gr,0
pharmaround.it,0
whomdare.org,1
dynamicblackjack932.com,0
tvtoto80242.com,0
autobus.it,0
free-www.ru,0
rksztb74fzrkaqhli5ymahq2.com,1
novabetting106.com,0
ktq9ph88uvv63j22xxhxgxqt.com,1
sgxnqvnsquei.com,1
cryptocorneruk.co.uk,0
1fvl6rqwb8kpcx5jhcs61gudj.net,1
sumitomodrive.com,0
anonm.io,0
galaxie.cloud,0
discovercoralreef.com,0
1pcyu1m1nrinufjrtk4t1iahox7.tk,1
genteclic.com,0
menujusumo777.rest,0
phpkilit.com,0
jjklal1n6nn20x5sm0h1f1cdnv.net,1
phys4arab.net,0
ecolino.ro,0
rmautoprotection.com,0
1ede9b48dede1e4c654a438f6e19049c.com,1
qff3vb1xdu1qfym25w01qhx6r9.info,1
130mn5p1ossidp4auzfx105438w.com,1
jwajnkyrwehpefm.biz,1
omegacarparts.ru,0
agencycontrol.ru,0
dkgjntccrwknchyjemhu.net,1
offerpage.com,1
hetuotcbaqxkttbazhdfkfq.com,1
17udjvk1i6tiq6618z14x91q7a.net,1
finanzas.com,0
qgwxiqhfjgeyivemei.org,1
ltdckisugwmysvw.ws,1
sport-kadillac.store,0
signtalk.com,1
knowsure.org,1
wawmlxtfpimb.tk,1
wanzani.com,0
crazypandagames.com,0
hemazi.com,0
m9p4k1x.com,0
1b2kih01w4lrkc1x7aun1evu4z4.org,1
moveseven.biz,1
getcourse.ru,0
collegetransfer.net,0
betninja.com,0
rfjpgodmnmsilwjlng.com,1
zlprkfivzpvwbimjxzdmzpbyirs.com,1
sdnaweisi.com,0
gainward.com,0
whiskynotes.be,0
167ny5g1vi56v16326wxpk1djg.com,1
torrentkitty.tv,0
998wor1fictw7gehn3u1k7ugoj.tk,1
